subtype,species_latin_name,species_common_name,species_description,SD_prompt
Sapindales,Citrus paradisi,Grapefruit," Small tree with glossy leaves, white flowers, and large, yellow fruit.","A photograph of a Grapefruit (Citrus paradisi): Small tree with glossy leaves, white flowers, and large, yellow fruit."
Sapindales,Citrus aurantifolia,Lime," Small tree with glossy leaves, white flowers, and small, green fruit.","A photograph of a Lime (Citrus aurantifolia): Small tree with glossy leaves, white flowers, and small, green fruit."
Sapindales,Olea europaea,Olive," Small tree with silvery leaves and small, black fruit.","A photograph of a Olive (Olea europaea): Small tree with silvery leaves and small, black fruit."
Sapindales,Taxus baccata,English Yew," Tree with needle-like leaves and red, berry-like cones.","A photograph of a English Yew (Taxus baccata): Tree with needle-like leaves and red, berry-like cones."
Sapindales,Taxus cuspidata,Japanese Yew," Shrub with needle-like leaves and red, berry-like cones.","A photograph of a Japanese Yew (Taxus cuspidata): Shrub with needle-like leaves and red, berry-like cones."
Sapindales,Taxus brevifolia,Pacific Yew," Tree with needle-like leaves and red, berry-like cones.","A photograph of a Pacific Yew (Taxus brevifolia): Tree with needle-like leaves and red, berry-like cones."
Saxifragales,Hamamelis virginiana,Common Witch Hazel," A deciduous shrub with bright yellow, ribbon-like flowers that bloom in late fall.","A photograph of a Common Witch Hazel (Hamamelis virginiana): A deciduous shrub with bright yellow, ribbon-like flowers that bloom in late fall."
Saxifragales,Hamamelis japonica,Japanese Witch Hazel," A shrub with fragrant, bright yellow flowers that bloom in late winter to early spring.","A photograph of a Japanese Witch Hazel (Hamamelis japonica): A shrub with fragrant, bright yellow flowers that bloom in late winter to early spring."
Saxifragales,Parrotia persica,Persian Ironwood," A deciduous tree with a broad, rounded crown and exfoliating bark in shades of gray and brown.","A photograph of a Persian Ironwood (Parrotia persica): A deciduous tree with a broad, rounded crown and exfoliating bark in shades of gray and brown."
Saxifragales,Platanus occidentalis,American Sycamore," A large tree with mottled, exfoliating bark and broad, lobed leaves.","A photograph of a American Sycamore (Platanus occidentalis): A large tree with mottled, exfoliating bark and broad, lobed leaves."
Saxifragales,Platanus × acerifolia,London Plane," A large tree with mottled bark, lobed leaves, and round, spiky seed balls.","A photograph of a London Plane (Platanus × acerifolia): A large tree with mottled bark, lobed leaves, and round, spiky seed balls."
Saxifragales,Philadelphus coronarius,Mock-orange," A deciduous shrub with fragrant, white flowers that resemble orange blossoms.","A photograph of a Mock-orange (Philadelphus coronarius): A deciduous shrub with fragrant, white flowers that resemble orange blossoms."
Saxifragales,Physocarpus opulifolius,Ninebark," A shrub with exfoliating bark, lobed leaves, and clusters of white or pink flowers.","A photograph of a Ninebark (Physocarpus opulifolius): A shrub with exfoliating bark, lobed leaves, and clusters of white or pink flowers."
Saxifragales,Heuchera americana,Coral Bells," A perennial with scalloped leaves and tall, slender stalks of small, bell-shaped flowers.","A photograph of a Coral Bells (Heuchera americana): A perennial with scalloped leaves and tall, slender stalks of small, bell-shaped flowers."
Saxifragales,Tiarella cordifolia,Foamflower," A perennial with heart-shaped leaves and spikes of small, white flowers.","A photograph of a Foamflower (Tiarella cordifolia): A perennial with heart-shaped leaves and spikes of small, white flowers."
Saxifragales,Bergenia cordifolia,Bergenia," A perennial with large, glossy leaves and clusters of pink or white flowers.","A photograph of a Bergenia (Bergenia cordifolia): A perennial with large, glossy leaves and clusters of pink or white flowers."
Saxifragales,Saxifraga stolonifera,Saxifrage," A perennial with scalloped leaves, red runners, and clusters of small, white flowers.","A photograph of a Saxifrage (Saxifraga stolonifera): A perennial with scalloped leaves, red runners, and clusters of small, white flowers."
Saxifragales,Heuchera sanguinea,Alumroot," A perennial with lobed leaves and tall stalks of small, bell-shaped, red flowers.","A photograph of a Alumroot (Heuchera sanguinea): A perennial with lobed leaves and tall stalks of small, bell-shaped, red flowers."
Saxifragales,Saxifraga cespitosa,Creeping Saxifrage," A perennial with tufts of tiny leaves and stalks of small, white flowers.","A photograph of a Creeping Saxifrage (Saxifraga cespitosa): A perennial with tufts of tiny leaves and stalks of small, white flowers."
Saxifragales,Saxifraga hypnoides,Mossy Saxifrage," A perennial with moss-like leaves and stalks of small, white or pink flowers.","A photograph of a Mossy Saxifrage (Saxifraga hypnoides): A perennial with moss-like leaves and stalks of small, white or pink flowers."
Saxifragales,Sedum acre,Stonecrop," A succulent with fleshy, needle-like leaves and clusters of small, yellow flowers.","A photograph of a Stonecrop (Sedum acre): A succulent with fleshy, needle-like leaves and clusters of small, yellow flowers."
Saxifragales,Sedum telephium,Live Forever," A succulent with fleshy leaves and clusters of small, pink or purple flowers.","A photograph of a Live Forever (Sedum telephium): A succulent with fleshy leaves and clusters of small, pink or purple flowers."
Saxifragales,Sedum telephium 'Purple Emperor',Orpine," A succulent with dark purple, fleshy leaves and clusters of small, pink flowers.","A photograph of a Orpine (Sedum telephium 'Purple Emperor'): A succulent with dark purple, fleshy leaves and clusters of small, pink flowers."
Saxifragales,Sedum spectabile,Ice Plant," A succulent with fleshy leaves and clusters of small, pink or red flowers.","A photograph of a Ice Plant (Sedum spectabile): A succulent with fleshy leaves and clusters of small, pink or red flowers."
Saxifragales,Sedum acre 'Aureum',Goldmoss Stonecrop," A succulent with golden, needle-like leaves and clusters of small, yellow flowers.","A photograph of a Goldmoss Stonecrop (Sedum acre 'Aureum'): A succulent with golden, needle-like leaves and clusters of small, yellow flowers."
Solanales,Solanum lycopersicum,Tomato," Round, red fruit with a smooth skin. Green, compound leaves with serrated edges.","A photograph of a Tomato (Solanum lycopersicum): Round, red fruit with a smooth skin. Green, compound leaves with serrated edges."
Solanales,Solanum tuberosum,Potato, White flowers with yellow stamens. Dark green leaves with uneven edges.,A photograph of a Potato (Solanum tuberosum): White flowers with yellow stamens. Dark green leaves with uneven edges.
Solanales,Solanum melongena,Eggplant," Purple, glossy, oval-shaped fruit. Large, lobed leaves.","A photograph of a Eggplant (Solanum melongena): Purple, glossy, oval-shaped fruit. Large, lobed leaves."
Solanales,Capsicum annuum,Bell Pepper," Glossy, bell-shaped fruit in various colors. Dark green leaves.","A photograph of a Bell Pepper (Capsicum annuum): Glossy, bell-shaped fruit in various colors. Dark green leaves."
Solanales,Nicotiana tabacum,Tobacco," Tubular, pink flowers. Large, sticky, elliptical leaves.","A photograph of a Tobacco (Nicotiana tabacum): Tubular, pink flowers. Large, sticky, elliptical leaves."
Solanales,Petunia x hybrida,Petunia," Funnel-shaped flowers in various colors. Hairy, green leaves.","A photograph of a Petunia (Petunia x hybrida): Funnel-shaped flowers in various colors. Hairy, green leaves."
Solanales,Atropa belladonna,Deadly Nightshade," Purple, bell-shaped flowers. Shiny, black berries.","A photograph of a Deadly Nightshade (Atropa belladonna): Purple, bell-shaped flowers. Shiny, black berries."
Solanales,Datura stramonium,Jimson Weed," White, trumpet-shaped flowers. Spiky, round fruit.","A photograph of a Jimson Weed (Datura stramonium): White, trumpet-shaped flowers. Spiky, round fruit."
Solanales,Brugmansia suaveolens,Angel's Trumpet," Large, hanging, trumpet-shaped flowers. Large, oval leaves.","A photograph of a Angel's Trumpet (Brugmansia suaveolens): Large, hanging, trumpet-shaped flowers. Large, oval leaves."
Solanales,Capsicum frutescens,Chile Pepper," Small, red, spicy fruit. Green, ovate leaves.","A photograph of a Chile Pepper (Capsicum frutescens): Small, red, spicy fruit. Green, ovate leaves."
Solanales,Datura ferox,Thorn Apple," White, trumpet-shaped flowers. Spiky, round fruit.","A photograph of a Thorn Apple (Datura ferox): White, trumpet-shaped flowers. Spiky, round fruit."
Solanales,Solanum dulcamara,Bittersweet Nightshade," Purple flowers with yellow stamens. Red, oval berries.","A photograph of a Bittersweet Nightshade (Solanum dulcamara): Purple flowers with yellow stamens. Red, oval berries."
Solanales,Hyoscyamus niger,Black Henbane," Yellow, tubular flowers with purple veins. Sticky, hairy leaves.","A photograph of a Black Henbane (Hyoscyamus niger): Yellow, tubular flowers with purple veins. Sticky, hairy leaves."
Solanales,Mandragora officinarum,Mandrake," Purple or white, bell-shaped flowers. Large, rosette leaves.","A photograph of a Mandrake (Mandragora officinarum): Purple or white, bell-shaped flowers. Large, rosette leaves."
Solanales,Solanum carolinense,Carolina Horsenettle, White or purple flowers with yellow stamens. Spiny stems and leaves.,A photograph of a Carolina Horsenettle (Solanum carolinense): White or purple flowers with yellow stamens. Spiny stems and leaves.
Solanales,Solanum umbelliferum,Blue Witch Nightshade," Blue or purple flowers with yellow stamens. Green, ovate leaves.","A photograph of a Blue Witch Nightshade (Solanum umbelliferum): Blue or purple flowers with yellow stamens. Green, ovate leaves."
Solanales,Solanum rostratum,Buffalo Bur," Yellow flowers with pointed petals. Spiny, round fruit.","A photograph of a Buffalo Bur (Solanum rostratum): Yellow flowers with pointed petals. Spiny, round fruit."
Solanales,Solanum elaeagnifolium,Silverleaf Nightshade," Purple flowers with yellow stamens. Silvery, lance-shaped leaves.","A photograph of a Silverleaf Nightshade (Solanum elaeagnifolium): Purple flowers with yellow stamens. Silvery, lance-shaped leaves."
Solanales,Solanum dulcamara,Climbing Nightshade," Purple flowers with yellow stamens. Red, oval berries.","A photograph of a Climbing Nightshade (Solanum dulcamara): Purple flowers with yellow stamens. Red, oval berries."
Solanales,Hyoscyamus albus,Henbane," Yellow, tubular flowers with purple veins. Sticky, hairy leaves.","A photograph of a Henbane (Hyoscyamus albus): Yellow, tubular flowers with purple veins. Sticky, hairy leaves."
Trochodendrales,Trochodendron aralioides,Wheel Tree," A broadleaf evergreen tree with glossy, dark green leaves that are spirally arranged. The flowers are wheel-like, hence the name.","A photograph of a Wheel Tree (Trochodendron aralioides): A broadleaf evergreen tree with glossy, dark green leaves that are spirally arranged. The flowers are wheel-like, hence the name."
Trochodendrales,Tetracentron sinense,Nettle Tree," A deciduous tree with heart-shaped leaves and small, inconspicuous flowers. The bark is smooth and grey.","A photograph of a Nettle Tree (Tetracentron sinense): A deciduous tree with heart-shaped leaves and small, inconspicuous flowers. The bark is smooth and grey."
Vitales,Vitis vinifera,Wine Grape," Small, round, green to purple fruits, lobed leaves, climbing vine.","A photograph of a Wine Grape (Vitis vinifera): Small, round, green to purple fruits, lobed leaves, climbing vine."
Vitales,Parthenocissus quinquefolia,Virginia Creeper," Five leaflets per leaf, blue-black berries, climbing vine.","A photograph of a Virginia Creeper (Parthenocissus quinquefolia): Five leaflets per leaf, blue-black berries, climbing vine."
Vitales,Parthenocissus tricuspidata,Boston Ivy," Three lobed leaves, blue-black berries, climbing vine.","A photograph of a Boston Ivy (Parthenocissus tricuspidata): Three lobed leaves, blue-black berries, climbing vine."
